,chr2L,chr2R,chr3L,chr3R,chrX,start_coord,Chriz,CTCF,Su(Hw),BEAF-32,CP190,GAF,H3K4me1,H3K4me2,H3K4me3,H3K9me2,H3K9me3,H3K27ac,H3K27me1,H3K27me3,H3K36me1,H3K36me3,H4K16ac,RNA-polymerase-II
0,1.0,0.0,0.0,0.0,0.0,0.0,-0.05526515907521213,0.1762364748942619,-0.3827252041166905,0.6158362522157614,-0.3216862448394756,-1.1500069259913588,-0.03029923616786678,0.3558143485676764,0.08857426783644486,1.8922555738035634,3.3322061329486607,0.2896163297197267,0.27607322808403495,-0.2730494211873569,-0.31541607836515817,0.07257786287824615,-0.4904350436339215,0.5155686693943127
1,1.0,0.0,0.0,0.0,0.0,0.002,-0.8864834539303738,0.9778294839401405,0.2562323470648765,0.974934326730491,-0.3216862448394756,0.10212888679535537,-0.20213930827333146,0.21886927941043638,0.37979486349635083,1.7296246649689435,3.9171370385255417,-0.21070221296764624,-0.5608193386082762,-0.2435202442837665,-1.057710972406582,-0.026024718977431756,-1.1552190682449526,-0.11665645920500639
2,1.0,0.0,0.0,0.0,0.0,0.004,-0.5600612793118316,0.43935736968777944,-0.3799883246958778,0.7873101204061781,-0.29897449539709064,-0.5854817176104901,-0.11389527153450676,0.2647496926263666,0.3063880513565901,1.27319535044371,3.151658617814609,-0.3505929546727355,-0.12990086310519336,-0.2820019400069534,-0.7946499727423633,-0.13739944458454179,-0.7697293574267133,-0.017138190905729652
3,1.0,0.0,0.0,0.0,0.0,0.006,0.4675375343015534,1.270630930838517,0.12970558485079214,1.617597820998459,0.937750457624971,2.4941648213916014,0.9988640836321925,1.3474365616122068,0.963690420827889,0.10126904473629268,0.7773722205464173,1.0766566558587984,0.44215845790900943,-0.8144688235019582,0.5611913975561538,0.67320024242926,1.206137357445003,1.381558217995658
4,1.0,0.0,0.0,0.0,0.0,0.008,0.5764477815460892,0.31544361106162583,-1.1376785805907892,-0.5777205968155178,-0.31638804269142173,-0.8467986202298396,0.8729644709415372,-0.048643431866143706,-0.4805128501167699,0.21726508729708288,-0.5844621846302263,-0.7067110608788003,0.049905430468935134,-0.5881848228754036,1.4523619465338125,0.6653161036872904,0.0741162753740481,0.501725794481119
5,1.0,0.0,0.0,0.0,0.0,0.01,2.7484200440892663,2.8458119419917836,-0.8912789655388696,1.3681556923033003,1.2500736845135683,1.1272194167641212,1.5280700201854291,2.2430205362181805,1.7259335001836758,0.6610004928888172,0.7987592593189048,-0.6370418654245887,0.17452946535065733,-1.7641493988185781,0.12005926217775621,2.0546950509554107,2.1950040185142328,2.3771877135919537
6,1.0,0.0,0.0,0.0,0.0,0.012,-0.08110438248921277,0.2063518472743592,-0.0015514446867117625,4.244566678324858,2.4373934090276483,2.3542927635646635,2.931021601787521,2.3148358406172242,0.9402030708298974,0.18781907641098705,0.5938505874543983,0.9857369210410084,1.1697272830303775,-1.2186188071671924,2.137846449065329,0.09665691903059431,2.3439048673145426,2.232502890025647
7,1.0,0.0,0.0,0.0,0.0,0.014,1.947692390831664,1.5387822893219092,-0.8500132181478475,0.6124594902416026,-0.3948134800301633,1.1323334990750884,0.5866626288143634,1.3810938464711549,2.0893378183152636,-0.24433451034247075,0.21318466560676574,-0.80755573657218,-0.6292499184302781,-0.25747448169883036,1.3163252171296347,1.035469350058363,1.7049061568852744,1.0239078685662435
8,1.0,0.0,0.0,0.0,0.0,0.016,0.020859419140149594,-0.07796378896877514,-0.057968789415443076,2.527466203546777,1.5094758517923468,0.12483688058932721,-0.042195843209560824,-0.02282086113036374,-0.023804073406639696,0.16042655820486254,0.19556629020277477,0.009188785791001674,0.05659451856977062,-0.0651794741962997,0.014891125635281334,0.0005793858266313595,-0.001876425363482533,0.01894543418139182
9,1.0,0.0,0.0,0.0,0.0,0.018,-0.3542102662386975,-0.10286391167772249,-1.0118079984979078,-0.7676734545981015,-0.47516415971255777,-0.9858521894331428,1.1202379971009826,0.7722203109586272,-0.18064098284006797,0.28929538496505375,-1.072768543182756,-1.240247548998888,3.1730542233143644,-1.366139087828826,1.1754669298971752,3.174067681619697,0.4721117325879575,1.8112981627606843
10,1.0,0.0,0.0,0.0,0.0,0.02,1.1144917080878067,1.6709663710595783,-0.7291775450745653,0.5933991213884016,-0.25580166426822065,0.3366865537124339,1.0420015158774694,0.8459752723680931,0.551836351266916,0.38887383702879713,0.4003752156031738,-0.5867251915823369,1.1606400532758787,-0.6556560301520796,0.7453892021524817,2.3360249987785875,1.1221654522552782,0.8415012266529858
11,1.0,0.0,0.0,0.0,0.0,0.022,-0.25906725158307276,0.3560352946761985,-0.5584445248286348,1.8781184221653784,0.8015488976879543,-0.40135633257002745,1.5845121539192293,0.2962718619723527,-0.6833226902209336,-0.1364972449005769,-0.8179469896549656,-0.8154257024190859,4.2810499403797335,-1.6130349428908564,1.5170020527888022,1.9611913663664713,0.8975166152848889,1.1705234244913776
12,1.0,0.0,0.0,0.0,0.0,0.024,1.3532136533336556,1.7119597653219683,0.4556901623960916,2.613593750231958,2.680720073171982,1.747926236052675,1.1065395677803707,1.6684221947267022,1.307775039246289,-0.5088613491011367,-0.4733976552361176,-0.567993813693627,1.4011791691612188,-0.46013720988174006,1.1404117353175052,0.5106265271717952,1.2788169187240803,1.0434782206783206
13,1.0,0.0,0.0,0.0,0.0,0.026,1.8458469275777014,2.0040608337413226,1.3284233434296808,-0.9205982989644078,-0.3808838123126181,0.6600224068110804,0.003053617229983846,1.1146821353724015,1.7642612788970224,-0.2500738620129543,-0.03439523562451376,-0.6464429493887724,-1.2907447923064936,-0.08858457936202703,0.5930662517842172,1.2233047766345866,0.9990081570983778,0.8679097398822053
14,1.0,0.0,0.0,0.0,0.0,0.028,3.6227409894917306,1.1929639594319963,-0.8750314802183652,0.4909478732532601,-0.4120754575740579,0.7530421369913674,1.3695722166164925,1.6014244823874726,1.9911856760173123,0.35939632537153243,0.21664016851285342,-0.6896611700760035,-0.4474271522690945,-0.722639273359959,0.39857444770590456,1.4174951735047656,1.5604782339276455,2.358434695674849
15,1.0,0.0,0.0,0.0,0.0,0.03,0.47142509336747235,0.3357859330673035,2.2143209618320316,0.39190676584411244,-0.19487845101829201,3.243346339096236,0.8891861887066402,0.21104571309376347,-0.28810432001292613,-0.7530363198663724,-0.4926119319258692,0.007249741997947187,0.09498714253379396,-0.3389837517533793,0.3211330382776214,-0.051758080520266606,0.43257074459647876,0.14168909228730864
16,1.0,0.0,0.0,0.0,0.0,0.032,-0.9264652493316756,-0.974307857812898,0.78634875948782,-1.305762745309752,-0.4487179467784379,-0.6856656219771761,-1.0621193605999482,-0.9231423406725434,-0.7531977147685565,-0.8135795108255425,-0.7685778033691495,0.2373922968748867,-0.8521546288310361,0.7809207083264581,-0.1583569368117017,-0.6349142944468841,-0.74131909982797,-1.0095820450464703
17,1.0,0.0,0.0,0.0,0.0,0.034,0.3987546003805321,1.114176287389232,-0.5858640441025164,-0.3242051203945227,-0.353246490943157,-0.14667702140450617,-0.08481257647885238,-0.08637112097640116,0.09211194303128192,0.9443149626987978,-0.4573341791245748,-0.6115159909312589,1.7277943175012387,-0.9498369303795346,0.25878837931184917,0.8646210528308163,0.19723568752094367,-0.20439999200404166
18,1.0,0.0,0.0,0.0,0.0,0.036,-0.5644636539558648,-0.7638980410034755,-0.6591018469773136,-1.138540667418475,-0.38525094692290796,-0.5914255320026796,-0.9693643652327953,-0.9044502407641427,-0.7499680293864711,-1.0622416178406406,-1.3491725319018468,0.19319089526933375,-0.2351644786068936,-0.09028123671818838,-0.5742457994416842,-0.770237242421394,-0.8358817792224185,-1.0202857860079162
19,1.0,0.0,0.0,0.0,0.0,0.038,-0.6386024510105812,-0.7873012548306711,0.10780015723044759,-1.235574193083361,-0.440500917112453,0.022731551506093305,-1.170356887928846,-0.8817023310771308,-0.7763079056151981,-0.7357641356261585,-0.26692763714284135,3.2737516900780204,-1.046876824022791,0.4986173132427467,-0.6720091687145682,-0.682686620430913,-0.7453552078485947,-1.0720669095561253
20,1.0,0.0,0.0,0.0,0.0,0.04,1.725104590034092,0.31368851786756147,-0.6307315459132299,-0.29115686060756707,-0.3320572551569527,0.5394168267083309,0.7595987027898096,1.478760441805737,1.7416360286302544,0.008939452841855416,0.6527869098843385,2.402516257388296,-1.3042027161996348,-0.9415836882850518,-0.45520296666005045,2.3264298020220537,1.010833700011101,1.4799443214575436
21,1.0,0.0,0.0,0.0,0.0,0.042,0.18033016786398293,0.9624385513158397,-0.907401037462044,0.8857301013105028,0.2716223096447786,0.1295004135754806,1.8635695398461973,1.553669047573128,1.4508291591210691,-0.0028287233789126916,0.11548927570086402,0.5721014324874267,0.7867803408692027,-0.17456582284753527,1.591783371086912,0.18324121115129546,1.1966124943395402,1.1335026943706854
22,1.0,0.0,0.0,0.0,0.0,0.044,0.3822975724519351,-0.1799317601207019,-1.133176526072089,-0.6520604589042754,-0.44368621748583215,-0.60557614797375,1.0971644905551368,0.6858121468281717,0.45954573852978436,0.5417830830422166,-0.34041138776228175,-1.1369692026141096,2.8578808116094465,-0.6909651550003244,1.070441109819044,2.0143514664411524,1.2538512542459848,0.510922091046478
