,exper_num,sequenc_len,num_lstm_units,n_epochs,weighted_mse_test,weighted_mse_train,weighted_mse_val,weighted_mse_test_const,batch_size,duration,missing_feature,feature
50,mean,6.0,6.0,10.4,1.3264792011272468,1.3183599374141732,1.3014805453195104,1.3730428862000814,60.0,19.207699456214904,0.0,chr2L
102,mean,6.0,6.0,10.2,1.330264556631646,1.3200179941509027,1.3000189500431094,1.3730428862000814,60.0,19.521213459968568,1.0,chr2R
154,mean,6.0,6.0,9.92,1.331196608365268,1.3205159232478265,1.3016336020781623,1.3730428862000814,60.0,19.626103587150574,2.0,chr3L
206,mean,6.0,6.0,9.74,1.3315077079845739,1.3205649651026508,1.2992912143455777,1.3730428862000814,60.0,17.233218755722046,3.0,chr3R
258,mean,6.0,6.0,9.92,1.33071452156456,1.3200602093276472,1.3002128310564773,1.3730428862000814,60.0,17.332151465415954,4.0,chrX
310,mean,6.0,6.0,15.3,1.333175193348915,1.3216991986451005,1.3009468299003542,1.3730428862000814,60.0,21.887066197395324,5.0,start_coord
362,mean,6.0,6.0,36.22,0.7941827501283001,0.7752936587050027,0.740215825101258,1.3730428862000814,60.0,41.892400608062744,6.0,Chriz
414,mean,6.0,6.0,26.64,1.2264748139113602,1.215493292328217,1.2056677874595367,1.3730428862000814,60.0,46.71179368019104,7.0,CTCF
466,mean,6.0,6.0,23.16,1.2517727588259278,1.2330329085091203,1.1995894492217603,1.3730428862000814,60.0,46.47094143867493,8.0,Su(Hw)
518,mean,6.0,6.0,42.9,0.9183155542133334,0.8997367087740887,0.8653529683573891,1.3730428862000814,60.0,77.7743470621109,9.0,BEAF-32
570,mean,6.0,6.0,38.1,1.1704859087127446,1.1568171704806616,1.1391837834847112,1.3730428862000814,60.0,73.6824308681488,10.0,CP190
622,mean,6.0,6.0,27.92,1.1017599480172076,1.0904398742811479,1.068087166354308,1.3730428862000814,60.0,60.26007043838501,11.0,GAF
674,mean,6.0,6.0,30.58,1.0155926465356782,0.9987803400119476,0.9720487222800014,1.3730428862000814,60.0,63.98352233886719,12.0,H3K4me1
726,mean,6.0,6.0,36.12,0.8818651574681786,0.8651679834738694,0.8351415266706534,1.3730428862000814,60.0,75.01886346817017,13.0,H3K4me2
778,mean,6.0,6.0,36.56,0.8484365421243208,0.8276011039778259,0.7887232937186003,1.3730428862000814,60.0,76.8654332780838,14.0,H3K4me3
830,mean,6.0,6.0,29.4,1.2122290294396014,1.1929577060296417,1.155094597977707,1.3730428862000814,60.0,67.867870221138,15.0,H3K9me2
882,mean,6.0,6.0,20.1,1.2489535014706163,1.2333661664526305,1.2086085460598843,1.3730428862000814,60.0,53.3650922870636,16.0,H3K9me3
934,mean,6.0,6.0,42.16,0.960477872591363,0.9447910846397686,0.9209924912464603,1.3730428862000814,60.0,59.22491224765778,17.0,H3K27ac
986,mean,6.0,6.0,37.74,1.0328597084456657,1.022670134103192,1.0122782137467943,1.3730428862000814,60.0,61.369318342208864,18.0,H3K27me1
1038,mean,6.0,6.0,25.24,1.2716987815369587,1.2586484196780727,1.2369397645348728,1.3730428862000814,60.0,37.55749114513397,19.0,H3K27me3
1090,mean,6.0,6.0,36.86,1.1423378183004653,1.1242925313705778,1.094989468358474,1.3730428862000814,60.0,43.053792910575865,20.0,H3K36me1
1142,mean,6.0,6.0,38.84,0.9167848045926504,0.8979908892174457,0.8666496773520339,1.3730428862000814,60.0,48.73812660694122,21.0,H3K36me3
1194,mean,6.0,6.0,43.56,0.983262456052404,0.9687835274455288,0.9479710928257458,1.3730428862000814,60.0,24.198542523384095,22.0,H4K16ac
1246,mean,6.0,6.0,33.54,0.8878957048511122,0.87148577760096,0.8375139781745466,1.3730428862000814,60.0,16.642678914070128,23.0,RNA-polymerase-II
1298,mean,6.0,6.0,60.32,0.7466148704557477,0.6840252068241817,0.7311684782508301,1.3644413537975535,160.0,12.275297842025758,-1.0,all
