,exper_num,sequenc_len,num_lstm_units,n_epochs,weighted_mse_test,weighted_mse_train,weighted_mse_val,weighted_mse_test_const,batch_size,duration,missing_feature,feature
30,mean,6.0,6.0,44.0,0.8676480016439696,0.7965867457871446,0.8359336106567069,1.6346630907434363,60.0,41.091850121816,0.0,chr2L
62,mean,6.0,6.0,42.9,0.8728611743743154,0.8034144412401776,0.8300104246588842,1.634663090743436,60.0,40.5924646059672,1.0,chr2R
94,mean,6.0,6.0,41.166666666666664,0.8778906686020106,0.8064212416317315,0.834725416362431,1.6346630907434359,60.0,38.02269186178843,2.0,chr3L
126,mean,6.0,6.0,43.96666666666667,0.8681568778088363,0.7898990244286519,0.8252963153576275,1.6346630907434363,60.0,39.337291431427005,3.0,chr3R
158,mean,6.0,6.0,42.93333333333333,0.8738295977845837,0.7939645745786141,0.8260894386851946,1.6346630907434363,60.0,40.606890416145326,4.0,chrX
190,mean,6.0,6.0,47.166666666666664,0.8646191167399102,0.7879785750183328,0.8219916921185809,1.6346630907434363,60.0,42.500824888547264,5.0,start_coord
222,mean,6.0,6.0,47.733333333333334,0.8702472544390659,0.7905553092245953,0.8232026786852984,1.6346630907434359,60.0,44.899782450993854,6.0,Chriz
254,mean,6.0,6.0,43.4,0.8652443983781634,0.7960014701362069,0.8248799944531938,1.634663090743436,60.0,46.990002648035684,7.0,CTCF
286,mean,6.0,6.0,39.53333333333333,0.8716037993288468,0.8073916900346004,0.8368754462931082,1.6346630907434359,60.0,40.38178080717723,8.0,Su(Hw)
318,mean,6.0,6.0,44.93333333333333,0.8685673666921738,0.7942642510364927,0.8274663111222426,1.6346630907434359,60.0,50.08278541564941,9.0,BEAF-32
350,mean,6.0,6.0,39.13333333333333,0.8796253895635862,0.8163548407721929,0.8413280397716103,1.634663090743436,60.0,44.81290536721547,10.0,CP190
382,mean,6.0,6.0,40.06666666666667,0.8745318229880572,0.8048660987298172,0.8338661667390183,1.634663090743436,60.0,49.64162278175354,11.0,GAF
414,mean,6.0,6.0,46.03333333333333,0.8728946880494396,0.7924745081219026,0.827086800037959,1.6346630907434359,60.0,51.905237404505414,12.0,H3K4me1
446,mean,6.0,6.0,45.13333333333333,0.8590046182412701,0.7870447654975243,0.8277785549968846,1.6346630907434359,60.0,53.62590130964915,13.0,H3K4me2
478,mean,6.0,6.0,45.56666666666667,0.8687317424009776,0.7896820850977232,0.8288926071145852,1.634663090743436,60.0,59.28443547089895,14.0,H3K4me3
510,mean,6.0,6.0,40.0,0.8737252649547463,0.8021778104647488,0.8315199910123445,1.6346630907434359,60.0,52.17448750336965,15.0,H3K9me2
542,mean,6.0,6.0,49.4,0.8624059449176202,0.7865962739660779,0.8193638228673532,1.6346630907434363,60.0,55.70323899586995,16.0,H3K9me3
574,mean,6.0,6.0,42.86666666666667,0.8752959047072577,0.8000181437178994,0.8267079016848953,1.6346630907434359,60.0,52.54998274644216,17.0,H3K27ac
606,mean,6.0,6.0,44.733333333333334,0.8656745550665005,0.7905225392453549,0.8246962820573178,1.634663090743436,60.0,108.2621724764506,18.0,H3K27me1
638,mean,6.0,6.0,47.6,0.8622196784407568,0.7871522411370847,0.815223893369519,1.634663090743436,60.0,50.25911278724671,19.0,H3K27me3
670,mean,6.0,6.0,47.833333333333336,0.866926219875536,0.7884967903799366,0.8201240376747955,1.634663090743436,60.0,71.37877586682637,20.0,H3K36me1
702,mean,6.0,6.0,45.46666666666667,0.8757603669168011,0.7972132301017619,0.821504622400337,1.6346630907434359,60.0,77.83288733959198,21.0,H3K36me3
734,mean,6.0,6.0,47.9,0.861641276682614,0.7870487337947153,0.8243712788282,1.634663090743436,60.0,57.90036645730336,22.0,H4K16ac
766,mean,6.0,6.0,40.333333333333336,0.8725800298597899,0.8037288457868034,0.8396845872405201,1.6346630907434354,60.0,61.54128946463267,23.0,RNA-polymerase-II
798,mean,6.0,6.0,63.4,0.871472300517691,0.8107698371173259,0.8537431929358893,1.6151586141012584,160.0,29.576371788978577,-1.0,all
