,chr2L,chr2R,chr3L,chr3R,chrX,start_coord,Chriz,CTCF,Su(Hw),BEAF-32,CP190,GAF,H3K4me1,H3K4me2,H3K4me3,H3K9me2,H3K9me3,H3K27ac,H3K27me1,H3K27me3,H3K36me1,H3K36me3,H4K16ac,RNA-polymerase-II
0,1.0,0.0,0.0,0.0,0.0,0.0,0.8572214010690776,-1.4770781995684144,-0.10116757652352705,0.27421358595191064,1.3215007862106198,0.8646224123085221,1.1329966662561362,0.6978461661825238,0.08857426783644486,0.11122633326117704,0.965512072248118,-0.10612597935796576,0.198173063229769,0.27594661406888404,-0.05661215424002572,1.552305452209412,-0.5533237489757106,3.0081873897136466
1,1.0,0.0,0.0,0.0,0.0,0.002,0.16291749386962295,0.18417598874992222,-1.2642982039524984,-0.2880575053884221,2.89797570002248,-0.4799224121906529,-0.8692536102517585,-0.7873975741101042,0.37979486349635083,1.3174275293704836,3.1359547135735735,-1.0883478445895884,-1.0396135738426708,1.544208989612927,-0.7697260905151635,-0.5284876687707268,-0.9780288900669037,-0.4215499349606067
2,1.0,0.0,0.0,0.0,0.0,0.004,-0.6592234822104401,0.8737723936917964,-0.7804293562439811,-0.40924599970913517,0.7501757473372392,0.6759747305127997,-0.7084014419444599,-0.9325559239237096,0.3063880513565901,-0.04337829570630605,-0.18318093773669988,-0.7361620153373954,-1.3460448533937928,1.497276828674629,-0.7841687364998619,-0.8144187953298234,-0.9157271194204086,-0.04395273891751088
3,1.0,0.0,0.0,0.0,0.0,0.006,0.38376187232897385,0.9627218912959755,0.10984527305754294,1.1676227847858183,2.6363229079275223,2.4384922025980313,0.9850900109875071,0.9999777091084905,0.963690420827889,-0.49542315676533355,-0.28164190571821396,1.345645130950193,0.9571754572143722,-1.1307371475291157,-0.44363647868551676,1.4082472950425042,0.6328898928838607,1.7462361004745253
4,1.0,0.0,0.0,0.0,0.0,0.008,0.29337951786098393,-0.9055975923783848,-1.2145885996180903,0.23416521885760275,-0.7174437191140155,0.3578939935831697,1.3986861332675817,0.3435082088564766,-0.4805128501167699,-0.42607681561593086,-0.1286032059294921,0.6933335039032869,0.83958259373479,-1.3112060678975206,1.006091329313284,1.6253009026651228,0.32459899021746913,1.21744831320132
5,1.0,0.0,0.0,0.0,0.0,0.01,2.2673015612186234,-0.13904195267802322,-0.6953389952755272,3.062009717753155,1.1732480437951105,1.3942776079627035,1.3427366579977598,1.985388647991701,1.7259335001836758,0.15525136493799482,-0.048028577000079474,1.3510337477212593,1.1147599517840896,-1.6525550228317494,-0.44769462494441403,2.580100276069989,0.999892471748765,2.0930593802232598
6,1.0,0.0,0.0,0.0,0.0,0.012,0.25597578447636476,-0.21458429173597038,0.4986010231960478,0.22370335188716983,1.505322940405002,2.493712599890285,2.364649766648338,1.6254233075490185,0.9402030708298974,0.03982779177331608,-0.4155178499053632,3.184014765723546,1.1040623884315837,-1.1952041620637195,1.8729052709207967,0.28532441649401263,1.3120450278565519,2.364736994408185
7,1.0,0.0,0.0,0.0,0.0,0.014,1.7659500837189395,-1.3857223362647713,-0.9698108136453256,1.267453908421078,0.16123324680180848,0.07284297003441746,0.3489861699650273,1.0575513816943833,2.0893378183152636,0.6352243833715245,0.4801614169415202,0.40368966089118186,0.9763836367319207,-0.7322641503280957,0.5244839401342694,1.2095881991082627,0.762664756983149,0.9727396775356179
8,1.0,0.0,0.0,0.0,0.0,0.016,-0.011580009791382682,-0.01340014504347002,-0.042536113422952285,-0.010386671581584768,-0.03426105303428768,-0.07039220133139282,-0.059244020116769346,-0.04107837709617128,-0.023804073406639696,0.11443472023860206,0.1680850916086221,-0.040612699352076925,-0.02635742001179501,-0.05832946274571609,-0.03154335214723572,-0.0023005978630156595,-0.030468725968695962,0.032846976410866084
9,1.0,0.0,0.0,0.0,0.0,0.018,-0.3736123797824128,-0.3836032860489357,-1.1252371926376377,-0.44608437321040645,-0.9510507258149743,-0.5554129199912512,0.5904569041784318,0.2825169226065729,-0.18064098284006797,-0.5889423749037943,0.30797378266470027,-0.3523912890252616,1.4435885025503994,-0.8945597426072709,0.5716772278531176,2.2635801589658815,0.34678733136294015,-1.0402534790110443
10,1.0,0.0,0.0,0.0,0.0,0.02,0.900354953493064,-1.2209322610312827,-1.0330518514919855,1.2051819147015632,-0.5787685379253036,0.22730351646047514,1.0437760552936963,0.843306317357506,0.551836351266916,0.15087589656478556,0.24743198231078098,0.5848883351781874,1.049759793658316,-1.5086300906280476,-0.15364738240756518,2.9473984933064354,0.5206267676768518,0.7772067393144885
