,exper_num,sequenc_len,num_lstm_units,n_epochs,weighted_mse_test,weighted_mse_train,weighted_mse_val,weighted_mse_test_const,batch_size,duration,missing_feature,feature
51,std,0.0,0.0,2.80966986222472,0.06885486403812877,0.006196657936997389,0.07679361196391297,0.06843544488447795,0.0,3.632796322117599,0.0,chr2L
103,std,0.0,0.0,3.024407514923632,0.0701999237588133,0.005602786190593765,0.07590788535875713,0.06843544488447802,0.0,3.2568138288152397,0.0,chr2L
155,std,0.0,0.0,2.7334847311646358,0.06896762893212095,0.006760535414869619,0.07608821198936419,0.06843544488447796,0.0,3.981796325176564,0.0,chr2L
207,std,0.0,0.0,3.1031222196691006,0.07023989609421635,0.005760848494852342,0.07588933009053499,0.06843544488447802,0.0,3.3931059951968154,0.0,chr2L
259,std,0.0,0.0,3.477099635838901,0.07070550730060393,0.005858453262951507,0.07816823100472442,0.068435444884478,0.0,3.6584666137293445,0.0,chr2L
311,std,0.0,0.0,6.751082827735028,0.0728179181287938,0.004752043040953658,0.07632748049536436,0.06843544488447799,0.0,6.008577668936376,0.0,chr2L
363,std,0.0,0.0,15.740558276539712,0.08194146544268206,0.014167083533996417,0.060789610831568815,0.06843544488447799,0.0,15.469507264443237,0.0,chr2L
415,std,0.0,0.0,11.32606227662013,0.06256020637905912,0.010776391187072907,0.04411219560180508,0.06843544488447802,0.0,9.796157497369798,0.0,chr2L
467,std,0.0,0.0,7.448842715208744,0.07865944555230937,0.010237211803582285,0.06404814764321336,0.06843544488447802,0.0,7.541644336442719,0.0,chr2L
519,std,0.0,0.0,16.098071599557812,0.05427518971879903,0.02078389519859258,0.07365745831513837,0.068435444884478,0.0,15.389303748698318,0.0,chr2L
571,std,0.0,0.0,10.381607354610658,0.0612685607484416,0.010142553675597453,0.07870221279870362,0.06843544488447798,0.0,8.595529682307909,0.0,chr2L
623,std,0.0,0.0,16.007755513232595,0.08301783489316213,0.01128136319478299,0.061129694017281556,0.06843544488447799,0.0,15.384914071377922,0.0,chr2L
675,std,0.0,0.0,13.040471482649542,0.06642016977324018,0.016799263489408172,0.06602935292281399,0.06843544488447799,0.0,17.063283147280956,0.0,chr2L
727,std,0.0,0.0,14.046632633002496,0.06315239970031467,0.016021026105264846,0.058172282350066065,0.06843544488447799,0.0,19.44938739787294,0.0,chr2L
779,std,0.0,0.0,16.453844912608215,0.06267994369256295,0.016435726017832986,0.05225495724604477,0.06843544488447799,0.0,22.57826553715517,0.0,chr2L
831,std,0.0,0.0,13.31565373719892,0.06410968015819804,0.020719531512130594,0.05797134026335336,0.068435444884478,0.0,20.496297522536356,0.0,chr2L
883,std,0.0,0.0,14.132019680318093,0.053760804280004335,0.02119141110499406,0.05972937040861553,0.06843544488447798,0.0,22.71236919147,0.0,chr2L
935,std,0.0,0.0,17.900215212478905,0.0725451701927605,0.017457700078156314,0.10198011604108188,0.06843544488447803,0.0,26.29885743038988,0.0,chr2L
987,std,0.0,0.0,21.56663591413972,0.0863101175366763,0.020649963552627007,0.11771068203970231,0.06843544488447802,0.0,31.38605474423736,0.0,chr2L
1039,std,0.0,0.0,24.378013597066836,0.08272307683638472,0.03220635128734167,0.0983650412441125,0.06843544488447796,0.0,35.49045564337683,0.0,chr2L
1091,std,0.0,0.0,11.737562935868304,0.061429165918613575,0.017894608079447163,0.09347032238875393,0.06843544488447798,0.0,17.908150866534495,0.0,chr2L
1143,std,0.0,0.0,13.018061951749646,0.07564103919368755,0.01678934734117119,0.05313685901121706,0.06843544488447799,0.0,16.08485887383416,0.0,chr2L
1195,std,0.0,0.0,10.487230166799458,0.053652043013684515,0.011752538750610502,0.09379473144807081,0.068435444884478,0.0,13.961591675517507,0.0,chr2L
1247,std,0.0,0.0,11.288101910183745,0.060850264655563716,0.012871811455002857,0.07850913384537209,0.068435444884478,0.0,32.67748996080208,0.0,chr2L
1299,std,0.0,0.0,13.190911527971657,0.06437588733918202,0.025818801537795328,0.10832610313576829,0.06604679990472344,0.0,10.361301345994372,0.0,chr2L
