,exper_num,sequenc_len,num_lstm_units,n_epochs,weighted_mse_test,weighted_mse_train,weighted_mse_val,weighted_mse_test_const,batch_size,duration,missing_feature,feature
31,std,0.0,0.0,11.965882801251324,0.034988924891857565,0.020238912878074014,0.0733795899336463,0.03488249513576441,0.0,22.033319884533736,0.0,chr2L
63,std,0.0,0.0,10.855022144018246,0.03238114966701059,0.022445744684827164,0.07460798994588518,0.03488249513576441,0.0,19.567711607195996,0.0,chr2L
95,std,0.0,0.0,10.634713935283491,0.0331136577499956,0.019136536342029855,0.0742613859307488,0.03488249513576441,0.0,19.51079183140911,0.0,chr2L
127,std,0.0,0.0,10.405341797895659,0.03235414490561574,0.01663144284657765,0.0728772018387593,0.03488249513576443,0.0,18.82828033596111,0.0,chr2L
159,std,0.0,0.0,9.386661006616194,0.03339317416819344,0.016461895350858756,0.06714517354548447,0.03488249513576443,0.0,17.727470577771374,0.0,chr2L
191,std,0.0,0.0,9.739722683761444,0.03302733985579199,0.016480294657703256,0.07190042747610392,0.03488249513576442,0.0,18.28701444427283,0.0,chr2L
223,std,0.0,0.0,9.621662712799495,0.03255799255449613,0.018247062325265895,0.06257273688522343,0.03488249513576442,0.0,18.056745622278296,0.0,chr2L
255,std,0.0,0.0,10.910555892577493,0.031391628460151234,0.02298352430200651,0.07849189767319245,0.03488249513576443,0.0,21.136542349395953,0.0,chr2L
287,std,0.0,0.0,10.7539636578819,0.03258444454123963,0.021464602285209824,0.07165213177680606,0.03488249513576441,0.0,20.592166324295743,0.0,chr2L
319,std,0.0,0.0,11.053465155960053,0.034555169862550764,0.015215591512890453,0.06645497063213658,0.03488249513576441,0.0,20.431829664547728,0.0,chr2L
351,std,0.0,0.0,8.201641426843063,0.031244725983821154,0.012891302936705033,0.07179784622791326,0.03488249513576441,0.0,14.578140283473292,0.0,chr2L
383,std,0.0,0.0,6.898342759132635,0.032852924413933525,0.013360865301491935,0.07089143711979132,0.03488249513576441,0.0,15.420800567465744,0.0,chr2L
415,std,0.0,0.0,9.382535132747513,0.032489782575079534,0.014828411280351124,0.07194710958927693,0.03488249513576443,0.0,23.79658467050941,0.0,chr2L
447,std,0.0,0.0,12.174329503121506,0.028828708444846925,0.020911161903092175,0.06860109120494293,0.03488249513576441,0.0,17.59725840324875,0.0,chr2L
479,std,0.0,0.0,10.464049566651207,0.03031659433288883,0.016319264619092763,0.07347222420865612,0.03488249513576441,0.0,1179.770665664013,0.0,chr2L
511,std,0.0,0.0,10.842736797118908,0.030145251556755272,0.015457019341431162,0.06780137421880172,0.03488249513576443,0.0,16.41643093888896,0.0,chr2L
543,std,0.0,0.0,9.713594902296778,0.03437928405378617,0.016945531845928456,0.06748539490345482,0.03488249513576442,0.0,21.949116453102057,0.0,chr2L
575,std,0.0,0.0,10.68999060364426,0.033849952881716515,0.020124845637795867,0.06815741593144443,0.03488249513576443,0.0,620.5610117408577,0.0,chr2L
607,std,0.0,0.0,10.688052137455903,0.03439348432246304,0.01472347073294305,0.0703995790131257,0.03488249513576441,0.0,16.007205864644487,0.0,chr2L
639,std,0.0,0.0,9.563854099486816,0.03380866634478337,0.01981640699563395,0.06894928677181153,0.03488249513576442,0.0,16.554600948733334,0.0,chr2L
671,std,0.0,0.0,9.61643900339427,0.03260479095174523,0.017414590635663835,0.07090409979394843,0.03488249513576442,0.0,15.060895359818348,0.0,chr2L
703,std,0.0,0.0,10.404439567200875,0.028121848614145604,0.018423873071450915,0.06849899481758503,0.03488249513576441,0.0,16.418275214527196,0.0,chr2L
735,std,0.0,0.0,9.726319837093344,0.03247481905208704,0.015843524365170364,0.0742838482059624,0.03488249513576441,0.0,15.983606202647032,0.0,chr2L
767,std,0.0,0.0,10.310880872545084,0.03263990326870853,0.01793294087976928,0.07331828924528469,0.03488249513576441,0.0,16.458023406157736,0.0,chr2L
799,std,0.0,0.0,9.349980023335965,0.030027949297125475,0.012699108260856856,0.07122031352869113,0.03488249513576443,0.0,18.12475891311898,0.0,chr2L
831,std,0.0,0.0,7.821206803433149,0.028427995831179047,0.01176465913631765,0.06902967713850933,0.03488249513576441,0.0,24.768085767343116,0.0,chr2L
863,std,0.0,0.0,8.39807464402956,0.035588191037173623,0.015372010958546843,0.07012304213335505,0.03488249513576441,0.0,38.21011399467412,0.0,chr2L
895,std,0.0,0.0,16.70191659301258,0.034127731788932525,0.023366968204272066,0.050186069701057816,0.0440511982430991,0.0,26.00305542184592,0.0,chr2L
