,chr2L,chr2R,chr3L,chr3R,chrX,start_coord,Chriz,CTCF,Su(Hw),BEAF-32,CP190,GAF,H3K4me1,H3K4me2,H3K4me3,H3K9me2,H3K9me3,H3K27ac,H3K27me1,H3K27me3,H3K36me1,H3K36me3,H4K16ac,RNA-polymerase-II
0,1.0,0.0,0.0,0.0,0.0,0.0,1.339516353330832,-0.37554588539431244,-0.8047059299637286,0.24484695260920425,0.4885177847729956,0.4802843625967819,1.2514436032778093,1.1389616027632454,0.7512622552687317,-1.046925998451971,0.8152287430631964,-0.6658954823807706,-0.387220485911781,0.6674157629875019,0.40474697627242284,1.3968844830546336,1.3009376406859563,2.3274930855820313
1,1.0,0.0,0.0,0.0,0.0,0.002,-0.28887699589502946,-0.4250946315962908,-1.4408563472339502,-0.7683908949073696,0.5778637780165102,-0.9326865879353942,-0.2277018647594169,-0.7821099318974097,-0.5991476434852465,-0.8605089987774601,0.33071050852793227,-0.7709112018958587,-1.7478199772382945,3.288067129254673,-0.3608261753341592,-1.053636166446505,-0.806726499976088,-0.37384167070545615
2,1.0,0.0,0.0,0.0,0.0,0.004,-0.32847844252307207,0.08783527426815237,-0.4895887756823542,-0.3252405345188688,-1.0153222443927514,0.3065411066275214,0.012124931146514122,-0.7023693338513228,-0.5782100982976079,-1.273075603879751,-0.8055935406431225,-0.2101702052376918,-1.2046363155704125,2.1309933137650523,-0.1394502924482774,-0.7982654873673214,-0.6757002811533498,-0.5444508745794064
3,1.0,0.0,0.0,0.0,0.0,0.006,0.9193149618790604,0.8656854282998138,0.9998786948506959,1.2474406140249206,2.3456528825247034,1.8804732031745457,0.6194147587911211,1.1649267220367745,1.2362409448259848,-1.639353739324372,-1.7978444037505223,1.90464561656836,0.19716197083655135,0.05108970236314905,-0.38345440124894287,1.1260859682685505,0.9010233537724007,1.3174804009818808
4,1.0,0.0,0.0,0.0,0.0,0.008,0.62971315238941,-0.0931492075368598,-0.9425928346994995,1.0245806850305812,-1.4890174086517707,-0.46712406724938454,0.902158498051393,0.1833477811842457,0.25344002389186226,-1.543838009001055,-1.9670398780877372,0.4609121639397017,0.5952138674983349,-0.4059033171526846,0.4548391960265533,1.2339594011009927,0.8370721519709259,0.977606053478869
5,1.0,0.0,0.0,0.0,0.0,0.01,2.6361027227339,0.29028651924930293,-0.6874377609840069,3.734991880309381,0.011879432460281966,1.2940533539841153,0.9079452423196336,1.812964987843767,1.952209716452619,-1.189385527151319,-1.240416313660649,1.5461879535607337,0.36187316805505665,-0.3790661613018925,-0.6112777485058769,2.574090283525549,1.2285361840816234,2.06634685524904
6,1.0,0.0,0.0,0.0,0.0,0.012,0.8600382664398609,1.0152252319040078,0.10357411456514562,1.180656508680534,0.7994316536203565,2.467076290763303,2.29429373758558,1.796182906998141,1.142897907977042,-1.0189434348611874,-1.1429038620468182,2.8643616186207974,1.8865500123902226,-0.36838089965263904,1.1190888645985677,0.1495775123667335,0.6272296400217372,2.273088247181454
7,1.0,0.0,0.0,0.0,0.0,0.014,1.9079992215634225,-0.5585651253457096,-1.059499461509785,1.4107429104921474,0.5704565822096762,-0.21311024682531682,0.576717114994602,0.8352635398778224,1.6561623279490083,-0.9178677920444087,-0.917270316625467,0.4547172371535682,0.967355298410878,-0.4347074143042708,0.487746587559446,1.430049844377014,1.3332637958128974,1.067698675016355
8,1.0,0.0,0.0,0.0,0.0,0.016,-0.001178975522205389,-0.04162449422871629,-0.07247555220112875,-0.009298382203738164,-0.055255291415424464,-0.06470010549947697,-0.06236567565781175,-0.04498097105345851,-0.018084273036809023,0.08309868954231993,0.14019451813977762,-0.05697474559461826,-0.013826510269902267,-0.04263716442981782,-0.027618325910382838,0.004380840061393013,-0.014053932776374612,0.003937617166379282
9,1.0,0.0,0.0,0.0,0.0,0.018,-0.38043478474247805,-0.6109134464737728,-1.475582050733725,-0.09936844745169854,-0.08660410535904303,-0.636828737020477,0.5530420260607447,1.0053957606746708,0.46143820540204844,-1.4799724095254743,-1.543354178806795,0.24514748992112836,0.8492164570403714,-0.9786514808255814,0.4186001296333182,3.023142293971805,0.9063256669349112,1.6856373542696454
10,1.0,0.0,0.0,0.0,0.0,0.02,1.3673925272705296,-0.3089862883966282,-1.2618818837838102,1.02786538667027,-0.1355911522426523,-0.015249446789045868,0.8706943026322436,1.1361357332604585,0.895775321857071,-0.7952722760171042,-0.8018717351015047,0.7245109922395646,0.615733620406748,-0.5928759625558406,-0.08426648474991022,2.7541334550033336,0.9245940068196411,1.2132347152833274
11,1.0,0.0,0.0,0.0,0.0,0.022,-0.09462214322635008,-0.7429185212423076,-1.1023975427826997,0.7114736912486342,-1.265810524478403,2.2402649229301552,1.9506540374116963,0.5604751891890963,-0.11210288922263954,-1.7209885207931133,-1.945052120048291,2.14096019356498,2.120505920445556,-1.1653925953843245,0.4871844223176136,1.9565626278590804,1.0474640050922406,1.4371467231241863
12,1.0,0.0,0.0,0.0,0.0,0.024,1.2722524225167864,-0.21051143004544073,0.30434265946834127,1.4198383527027962,0.5140619060693845,2.8493424390686233,0.8184807088436311,1.0923969709871955,0.6628825882231629,-0.9567709350172412,-1.2736312939391132,1.523035156896238,1.1669314728396343,-0.7682016068385076,0.8081251535161498,0.4803773223714338,0.45545045298429127,1.1824150807190574
13,1.0,0.0,0.0,0.0,0.0,0.026,1.8691496531969785,-0.522554266903652,0.921864048658568,0.6273662044067357,0.2621303146320632,-0.2706008756504128,-0.030012398110606884,1.0824427244939614,1.7959656415714995,-0.5837563249538208,-0.7122602820237227,-0.07587386825327497,-0.07193922796494842,-0.17889523757984846,-0.1205461653163091,1.6223932359691051,0.724394327158293,0.8041335440336898
14,1.0,0.0,0.0,0.0,0.0,0.028,3.673402343256035,1.1809456530662001,-0.7240020247199757,0.72405803865899,0.8178905365704909,0.18677189219316673,1.485602667963808,1.568854735386613,2.3892800089195685,-0.3520554888030946,-0.31504117901717327,1.0393650019909682,0.5385270947039059,-0.14725805610278514,0.018728400451682396,1.3889571494160298,1.0202774258192977,2.4626534767199044
15,1.0,0.0,0.0,0.0,0.0,0.03,0.6695852746600717,-0.49495523862050295,2.030987250338543,0.15770998009222575,3.2861729249275076,0.9977581256569025,0.6920584706353994,0.3608200202223757,0.11762629098088692,-1.160736757615798,-0.968960142959083,0.5945517610728804,-0.0764828543982055,-0.5047780270420362,0.297261015578556,-0.14691392841180873,0.44242377623830703,0.6142623632179894
16,1.0,0.0,0.0,0.0,0.0,0.032,-0.946293692043459,-1.0642377913225236,0.9267498140025653,-0.9021949884605941,-0.7544050809740193,-0.5684058446003435,-0.8863923502106458,-0.9520825511569254,-0.8812663816841234,-0.33083849764648,-0.30170051488986155,-0.6820054650222551,-0.4681051752427576,0.8129974621483109,-0.14460355636007988,-0.4910315657621934,-0.37279481985592183,-0.7243727948883142
17,1.0,0.0,0.0,0.0,0.0,0.034,0.5688006490851026,-0.36115197327479337,-0.365279562260386,0.3382898262394346,-0.580407866603258,-0.33123653404007986,0.378179513496654,0.12079896738407175,0.18336509130185882,-0.2936671110208497,-0.6082847170628418,0.08022162098614127,1.154459715000014,-0.6875795959004718,-0.28687330059395727,1.0398471018037574,0.43951128787729193,0.21912328105571915
18,1.0,0.0,0.0,0.0,0.0,0.036,-0.6557048795409145,-0.3859874335832358,-0.9030042314762302,-0.43932290724396394,-1.3118754887405573,-0.2105808139842341,0.8848366640069297,-0.5381818062733948,-0.5863836349453911,-0.577680701796333,0.19918352673082662,-0.5868381358998511,-0.578795792431434,0.985560135801935,0.36542840700994067,-0.6974446346070902,-0.24853926985666017,-0.4827038411620934
